location,location_other,timezone,expenses,workspace,class_attendance,enrollment_changes,preferred_grading,flu_symptoms,tested,self_quarantined,know_positive,spring_break,harvard_handling,harvard_comments,govt_handling,govt_comments,normal_estimate,thoughts,year,gender,ethnicity,freshman_dorm,house,concentration
Family home,,-4,60,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",2,"http://harvardpolitics.com/harvard/which-shows-must-go-on/

no consideration of burden to FGLI and international students. answers after the fact can't make up for tremendous amounts of anxiety. i have had physical symptoms of anxiety since the first email from harvard about new restrictions, including persistent nausea and headaches, and delayed menstruation which is usually a result of severe physical stress such as the stress professional gymnasts experience. completely insufficient mental health resources provided. my CAMHS appointment was cancelled instead of rescheduled to a remote session even though this situation has exacerbated unmedicated depression. no consideration for students without access to reliable internet. making everyone leave meant that we had to go from a densely populated place to our homes, where many of us live with at-risk parents/siblings who we could potentially infect.",1,"not taking the WHO test is unacceptable. i live in new york and we are literally dying here because of testing delays. it is so bad that public health officials have determined mass testing will no longer have an effect here, even though mass testing is so far the only proven way to flatten the curve.",Never,"study says schools closed through january 2022. there will be no economy to come back to. our lives as we know them are over and we need to gear up for a ""post-apocalyptic world"" of parochialism and mass poverty/starvation",2022,Female,White,,Winthrop,"English,    Music"
Family home,,-4,200,I have reliable internet access but not a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Universal A/A-,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",1,"Harvard did not do a good job of communicating prior to the decision to close campus. Afterwards, there have been multiple errors that have made the process even more difficult, such as the retracted memo on student employment.",5,,2-3 months,,2020,Male,White,Wigglesworth,Kirkland,Economics
Family home,,-4,0,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",7,,3,,3-6 months,,2023,Male,White,Lionel,N/A,Undecided
Family home,,-7,150,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",Yes,"Yes, I went on my planned spring break trip",8,"In the moment, I was mad. I thought they handled it poorly. Now, in seeing how other schools handled it, I don't think any schools handled it better than Harvard. Harvard gave us 5 days to move out (much better than MIT's 3 and Columbia's 1). Harvard paid for our flights and shipping. And they didn't hold our items hostage post Spring Break, like Yale did. ",2,,2-3 months,,2020,Female,Black or African American,,Lowell,Economics
Family home,,-4,12,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Universal pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",7,,4,,2-3 months,,2022,Female,Black or African American,N/A,Currier,Computer Science
Family home,,-5,100,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Optional pass/fail,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",10,Very smart of them to tell us we had to move out before spring break. They provided good aid to even kids not on full aid. They were only less than perfect in rollout which is not a problem in my eyes.,8,,2-3 months,,2020,Male,White,,Pfoho,Government
Family home,,-4,500,I have a quiet space to work but not reliable internet access,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,None of the above,No,No,I have self-quarantinined from family and friends,No,"No, I cancelled spring break plans",6,,4,,3-6 months,,2023,Female,Asian,Hurlbut,N/A,Economics
Family home,,-4,0,I have reliable internet access and a quiet space to work,Mix of both live and recorded lectures/sections,I have not made grading or enrollment changes,Optional pass/fail,Mild symptoms,No,"I have self-quarantined from friends, but not from immediate family",Yes,"No, I cancelled spring break plans",7,,2,,2-3 months,,2021,Male,White,,Kirkland,Neurobiology
Family home,,-4,800,I have reliable internet access but not a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I did not have spring break plans",5,Poorly thought out and very rushed,4,,2-3 months,,2023,Prefer not to say,Asian,Matthews,N/A,"Applied Mathematics,    Mathematics"
Personal apartment/housing,,-4,1500,I have reliable internet access but not a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Universal A/A-,Mild symptoms,No,I have self-quarantinined from family and friends,No,"No, I cancelled spring break plans",0,"You evicted 6000 students - many of whom did not have any place to go - with 5 days notice, you callous assholes. Now you're forcing people in an extreme stressful situation who may be in  dire financial straits due to landlords not cancelling rent to maintain a rigorous academic schedule put in place baby out of touch, technologically illiterate teaching staff all so you dont have to worry about refunding tuition. To make matters worse, you all know this. This isn't news. You're just too big and rich to give a fuck. Fuck off. ",1,See above. Too big to care.,6-12 months,"I knew the federal government and Harvard were both  more concerned with corporate profits and their legal liability than the well-being of the people they are responsible for before this. It always sucks to be reminded of it, though. ",2021,Male,White,,,
Family home,,,300,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Universal A/A-,No,No,"I have self-quarantined from friends, but not from immediate family",No,"No, I cancelled spring break plans",3,,2,,6-12 months,,2021,Female,White,,Leverett,
A friend's house,,-4,300,I have reliable internet access and a quiet space to work,Watching live on Zoom,I have not made grading or enrollment changes,Universal A/A-,No,No,I have not self-quarantined after leaving campus,No,"No, I cancelled spring break plans",3,,2,"Australia has had a longer lag than even America, and even so, just like America, they've been unable to react fast enough (i.e. lockdown, close down schools, etc) to flatten the curve.",6-12 months,"I wonder if we'll have in-person classes in September, or if a lot of people will take the semester off, or if they will be school...",2021,Female,Asian,,Mather,"Computer Science,Women, Gender, and Sexuality, Studies of"
Family home,,-4,400,I have reliable internet access but not a quiet space to work,Mix of both live and recorded lectures/sections,Both,Universal pass/fail,Severe symptoms,Yes,I have self-quarantinined from family and friends,Yes,"No, I did not have spring break plans",8,"I feel very proud that Harvard led the academic community in sending students home. Social distancing is so critical to saving lives, and I am proud to be part of an institution that took a leadership role and set the trend for other schools to follow.",2,I can’t imagine anyone less competent and suited to handle a crisis like this than Donald Trump.,12+ months,,2020,Female,White,,Kirkland,Government
